"sGen" "sGenxrec" "sGenxenv"
"756" 4.95648833403819e-08 9.146893783816e-08 5.99955304432131e-06
"757" 1.70528665104527e-06 1.69932397770893e-06 1.62620330101442e-08
"758" 2.88163570426549e-09 3.63357029253714e-07 4.07058869677746e-07
"759" 2.67055358395409e-07 4.10124335096566e-08 1.07900086763716e-05
"760" 9.58723153195702e-06 3.0658567729647e-05 6.98894308309793e-07
"761" 5.38472314170282e-07 5.38710860233787e-07 5.02387081731981e-06
"762" 1.84310142637606e-06 5.98798828605833e-07 2.06341604806251e-06
"763" 1.85244219370139e-07 4.68479656072317e-06 4.710863072806e-07
"764" 7.31742075231248e-07 1.38266326984431e-05 1.94683607065355e-07
"765" 3.23947878030335e-06 5.27575467959571e-07 1.68552853589209e-07
"766" 1.64107574417459e-06 5.15714412327214e-06 1.38761833450728e-06
"767" 1.17432639162975e-05 2.30742317668551e-05 1.68930228888248e-06
"768" 7.81323373761954e-07 1.3459355268161e-05 1.70605991573028e-06
"769" 1.11159818198319e-07 1.64995509474767e-06 1.07337645043574e-05
"770" 1.38302132622162e-07 1.71093688377166e-06 2.31769094128999e-06
"771" 1.79333389070069e-07 1.6338354371336e-08 2.27977083634211e-06
"772" 2.88345132701478e-06 3.27158365365714e-08 2.88363377492754e-06
"773" 3.15407633235101e-06 8.56180936980914e-07 2.36881084633929e-07
"774" 1.81152990860563e-06 4.64825241862636e-07 7.21549249776828e-06
"775" 1.07498364155209e-05 1.44973172848988e-07 1.10428043448182e-05
"776" 5.31319261389383e-07 2.21238546118464e-06 4.5689057077355e-06
"777" 4.79031608936522e-06 6.92345988177456e-08 5.82311891577584e-08
"778" 5.15965348215992e-06 3.84650881781044e-06 9.52411501983253e-06
"779" 5.5059243576515e-06 4.5410273605211e-06 1.7656808680687e-07
"780" 4.9333532535986e-06 1.55898294588364e-06 2.38224636812249e-07
"781" 1.07689449290581e-07 3.54948492049423e-09 4.40626455768905e-06
"782" 1.73924515675205e-07 4.74976057836008e-07 5.27909562727815e-07
"783" 2.69499178861518e-07 2.17415604569755e-06 1.11970342313149e-05
"784" 1.89457268978811e-06 9.61136896451007e-07 7.42954724619472e-06
"785" 1.13263209139153e-06 1.0719360850349e-06 5.69380338236539e-07
"786" 1.0330947275552e-07 4.33975240689957e-07 6.8224216443878e-07
"787" 2.67402310152637e-06 4.99815299104798e-06 1.68380264800197e-06
"788" 1.74390174265668e-07 1.83137284737535e-07 1.84526902565048e-08
"789" 2.15477069588261e-08 6.77557329823482e-06 4.77145077546685e-06
"790" 3.07963926977406e-09 1.51905763517016e-07 2.03639741374496e-07
"791" 1.79772263933288e-07 1.65352917767759e-07 7.8542386253234e-07
"792" 2.80452141534539e-08 4.11348438302128e-08 3.58436957006453e-06
"793" 1.06923118580539e-06 7.16516467086642e-06 3.46707394866713e-08
"794" 1.80898865259477e-06 2.62717063561814e-08 6.8338248371002e-10
"795" 4.88009590765285e-06 8.34615363218935e-07 2.35791439911476e-09
"796" 3.50771038250848e-06 1.57061659814798e-06 1.53827102728491e-06
"797" 2.19489038663525e-07 8.79445114151887e-07 2.63696258070122e-07
"798" 8.59276488290483e-08 3.10847327089201e-06 6.98490091770122e-07
"799" 2.00982444645136e-07 2.61582391668763e-06 2.58313367498148e-08
"800" 1.59566072242786e-06 7.17541493758131e-06 3.90574872453547e-07
"801" 2.92132843974075e-07 1.77947650655582e-06 1.56142102590698e-05
"802" 8.70362764382233e-08 1.82026423467589e-06 4.39537375766972e-06
"803" 1.4792664008043e-05 1.0320045905625e-06 6.88683240834316e-06
"804" 9.08948154383329e-07 2.52067489459194e-08 3.33797490318582e-05
"805" 1.74667266293969e-06 1.45300069207402e-06 5.29858919588826e-06
"806" 3.48625671227071e-07 3.04966233515556e-06 6.49293565012907e-06
"807" 3.57017325533571e-06 1.55031882546427e-06 1.044653320982e-06
"808" 5.12720957519416e-07 4.23310123785346e-07 1.27533548253856e-06
"809" 7.53849985339124e-07 8.20534481343035e-07 9.94296787438914e-07
"810" 5.91895279923835e-07 6.18139808755926e-07 6.38459258169082e-07
"811" 2.05456568429078e-07 1.65841520881739e-07 3.89129016557367e-06
"812" 6.32092887429414e-08 7.16508824477617e-07 4.16886814195574e-07
"813" 3.89166743749649e-06 5.93269631314009e-06 5.06090554337085e-06
"814" 2.85250500842356e-06 6.98941221547655e-08 3.42279712207843e-06
"815" 4.444721684671e-09 2.1059037276562e-06 3.14609925433484e-06
"816" 6.36141281511206e-06 2.6513604672987e-06 1.44780978790491e-06
"817" 1.38874683420393e-07 9.54349988264722e-07 2.12291375803131e-06
"818" 9.60835271421531e-07 9.56475813431627e-07 6.40738043681548e-06
"819" 1.03759587080536e-07 1.81897150200483e-07 3.03960917514809e-06
"820" 2.27213310108683e-06 6.78950686811426e-07 1.27377103331567e-07
"821" 4.33287602354194e-07 1.01776425341421e-06 8.04742046459955e-08
"822" 2.71225384118619e-06 1.15730958941946e-07 4.12460969120052e-06
"823" 4.91479293221377e-07 1.47280770678226e-06 4.80075782767304e-06
"824" 6.63860272803963e-06 1.50308102702281e-07 2.53786922542043e-06
"825" 6.01611700343702e-06 5.82908825873267e-06 6.01312918589704e-06
"826" 5.41815835714669e-06 4.88027602365951e-06 5.7468166628526e-06
"827" 2.80984642694075e-06 2.47768952121559e-07 5.39857574606728e-06
"828" 1.5560810203924e-06 3.70749529816261e-06 4.82093964083081e-06
"829" 6.66382731316806e-07 9.35279012057634e-07 3.35243009181034e-06
"830" 3.00154079712506e-07 2.56340343281475e-06 4.63902881177969e-06
"831" 1.84943763239665e-06 1.25831243947625e-06 2.67338014687507e-08
"832" 3.92530166853286e-06 1.95908847462776e-06 3.27813301520907e-07
"833" 2.10232048312652e-06 4.78477814853439e-07 2.02110801263254e-06
"834" 6.11729636446902e-07 6.04766609843365e-06 5.42699427317708e-07
"835" 8.01872671365284e-07 9.34801892409001e-07 2.16796738616858e-06
"836" 3.70249609409587e-06 1.24190738713106e-05 5.44018802764556e-06
"837" 5.47679232235385e-06 1.83405578125023e-07 4.25701385335619e-06
"838" 2.75266092470876e-06 2.09491876465833e-06 4.16700393894012e-07
"839" 1.46208223553801e-06 1.54224868455991e-06 1.62205856526219e-06
"840" 3.10136019654977e-06 4.99124081143366e-07 3.16894893935136e-06
"841" 2.96096491906289e-07 2.25001700645712e-06 4.75665650576372e-07
"842" 1.13404822400335e-08 8.40352693990979e-07 4.93117826315877e-07
"843" 6.91651905447311e-06 3.92899116970383e-07 1.35108751988331e-06
"844" 4.27250520396654e-06 2.42685939136731e-06 6.39163911611526e-06
"845" 5.75430834385149e-08 6.33249957739587e-06 4.68602175394582e-08
"846" 4.73398714603409e-07 4.38712988241321e-07 1.17585921689334e-06
"847" 2.16621296795412e-06 2.21580834613089e-06 6.86097536958465e-06
"848" 3.34926648586223e-06 2.85624489151706e-06 7.02226191460098e-06
"849" 2.50705045424549e-06 3.56024075311012e-06 2.3367597318559e-06
"850" 2.75871164095786e-06 6.36283663360095e-07 7.87150784443054e-06
"851" 5.670569294919e-08 2.96003034604383e-07 2.36626980702406e-06
"852" 2.31994964749909e-07 2.5991211320612e-07 1.3581757617657e-05
"853" 1.21255052851298e-06 1.38592676377966e-06 6.6328930317689e-06
"854" 4.50224367845335e-06 2.83907591171876e-06 4.47665183076573e-07
"855" 6.22077509223508e-06 7.01936265017715e-06 2.92981544317694e-06
"856" 3.26564872383719e-06 4.18344938853738e-07 4.04919548654874e-07
"857" 1.09445337147271e-09 1.29168508641874e-07 5.17854183079544e-08
"858" 9.88777322133592e-07 4.51469793889172e-07 2.99470510712448e-06
"859" 1.25572054184749e-07 9.61285004664283e-07 8.24614022640467e-07
"860" 1.53078288485079e-06 2.36644248364419e-07 2.33782963337569e-06
"861" 1.95202453741972e-06 1.4310111501546e-07 2.73160218711571e-07
"862" 1.13498098062115e-06 1.46897616301312e-06 3.08275753197755e-06
"863" 7.67766504980753e-09 1.84490690643368e-07 7.45665241913431e-07
"864" 5.21181676327361e-07 1.61465226058644e-06 4.5116356202005e-06
"865" 4.52598756784727e-06 2.77291513014193e-06 7.41178747217982e-07
"866" 1.87118895537815e-07 4.93203553766082e-06 1.9242398134888e-07
"867" 6.16539323354499e-06 5.64597731508305e-06 6.51153932653711e-06
"868" 4.18436087178489e-06 1.36261910676053e-06 1.74543055912641e-06
"869" 3.96913386882311e-06 9.48746678096738e-07 8.76351889499389e-07
"870" 1.28823064448586e-07 1.79349589777138e-08 3.11116818742952e-06
"871" 4.04646505193009e-08 9.00474916649415e-09 2.82052244131521e-07
"872" 9.84146291530024e-09 1.98535552172422e-06 2.24305880771576e-06
"873" 4.90024492174477e-06 1.54547521936203e-07 5.85510174916073e-06
"874" 6.60360500007135e-06 7.32404364483625e-09 2.53890176301767e-08
"875" 1.10584275420718e-05 3.21235193024252e-07 3.62826173609729e-07
"876" 2.88002797810293e-06 6.73934124365262e-07 8.33136949307221e-07
"877" 6.18225072374578e-06 9.23396349146129e-06 1.13527082156196e-08
"878" 4.9391577262152e-07 3.21641711996094e-07 4.28567978027015e-06
"879" 1.0149308478898e-06 2.60865685851741e-07 3.29056550672113e-06
"880" 7.94878559242766e-07 2.13497112667632e-07 2.06087090505867e-06
"881" 3.82102453731178e-07 8.78270472439407e-06 1.22381049293315e-06
"882" 2.83648632784547e-07 4.96177062748106e-07 3.97183527099886e-07
"883" 1.02392261117132e-08 4.979623571646e-08 5.5767284310607e-07
"884" 1.04290037655272e-06 5.63996506054858e-06 6.78792500971506e-06
"885" 1.80582139620517e-06 3.93300965118516e-06 1.07001183087073e-06
"886" 4.66416618306498e-06 6.96869233581065e-08 1.50935673044116e-06
"887" 1.34558850157468e-05 8.49814887916271e-07 4.49570973323402e-06
"888" 3.37469100433021e-06 1.05049923232625e-06 1.96166337342277e-06
"889" 3.57156635261724e-06 5.88543558973067e-06 7.51144321087497e-06
"890" 2.68473437017017e-07 6.26200990638143e-07 2.82367227070829e-05
"891" 1.90256779162129e-06 1.48223624213342e-06 8.74130842186486e-11
"892" 2.88863795339257e-06 9.39706739352477e-06 6.48118273603789e-06
"893" 3.17267859197526e-06 1.17476065609881e-05 7.97608443559705e-07
"894" 1.87664939564032e-06 9.5328004473248e-07 2.48292544122842e-07
"895" 2.52992309503589e-06 1.64348117123971e-05 6.73625289025909e-06
"896" 6.36619788123541e-07 5.95987605622128e-07 7.55847545495504e-07
"897" 1.33115910419978e-06 9.83529782985867e-07 4.73056136883683e-07
"898" 7.06665544931352e-06 2.22560338717685e-06 5.19747766126783e-07
"899" 1.54911824337276e-06 6.18403034321563e-07 7.15656567686682e-07
"900" 4.2323112761295e-06 3.43470308662733e-07 2.50289551099355e-07
"901" 7.33958409542977e-06 5.20700962705093e-06 1.96501627880575e-09
"902" 1.3769307115981e-05 4.15459014064631e-07 8.08309080645275e-07
"903" 1.65352094258944e-06 5.51953269668161e-06 6.66443752042375e-06
"904" 2.48824574954675e-06 1.18616922727115e-06 3.23327154438698e-06
"905" 2.10625165238391e-06 1.20871016268518e-06 3.60307748924491e-06
"906" 3.56831676128291e-08 4.52420166070779e-06 7.62175127171886e-07
"907" 7.40660059594099e-07 1.43863030594028e-07 3.87015550300189e-06
"908" 9.75565292210323e-07 1.24073941819673e-07 1.339823975187e-05
"909" 1.52769774237044e-06 2.26457584916653e-06 1.39529949690182e-07
"910" 4.8160406767022e-06 2.10401482055139e-07 3.37506242533488e-09
"911" 9.17801094491046e-07 1.68965785788274e-06 3.31227077560829e-06
"912" 1.8926028713731e-06 5.53451450550663e-08 1.67059383192854e-06
"913" 1.76101837666962e-06 1.60469501905316e-07 1.42211597264735e-08
"914" 7.04534811152861e-06 7.57521307941806e-06 3.41832024290244e-06
"915" 5.08726972782406e-07 1.5335290827749e-06 3.14610334599808e-06
"916" 7.90460522886823e-07 5.80385062160377e-07 6.93515728378307e-08
"917" 2.44837523117461e-06 3.5557891818968e-06 1.18616060301914e-06
"918" 9.43853973192251e-06 1.02579793300725e-05 4.59030672637861e-06
"919" 8.05535925802801e-07 1.31018305918837e-06 1.10523307776245e-06
"920" 5.91072094996157e-07 7.54935810541986e-07 9.99160391866715e-08
"921" 2.90013686308409e-06 2.41662746705396e-08 4.56051114007774e-07
"922" 7.59485594198844e-06 1.58904183470174e-05 1.42334405051554e-06
"923" 6.34539287894368e-07 3.40797253358568e-07 1.28928870041174e-07
"924" 8.01957775522064e-08 1.01645491481963e-06 2.65858913726395e-06
"925" 6.09116068064518e-06 1.21359667841927e-07 4.62905812252229e-06
"926" 1.33557908871102e-06 7.47957258108696e-07 2.55583932789517e-06
"927" 3.1887825072161e-06 1.08329059529522e-06 4.86406206206852e-07
"928" 2.27801851833691e-06 1.50074464877083e-06 4.90362666608118e-07
"929" 4.65177533770345e-07 1.47752484017027e-06 7.96242083408811e-06
"930" 7.554509934078e-08 6.66609496747441e-07 5.04046879858329e-06
"931" 7.61300558479021e-06 1.43633391638893e-05 4.62398553221389e-07
"932" 1.38258988250324e-06 6.89515237894327e-07 4.84070163010953e-06
"933" 6.38018641075483e-08 7.4553382162565e-07 2.85471937406532e-06
"934" 5.01835878380377e-06 1.38471775910437e-05 2.58430389494604e-06
"935" 3.69956701911426e-06 1.33011313544883e-06 5.84523451359984e-07
"936" 8.25280080643242e-07 3.36332560170451e-08 6.14553748242228e-07
"937" 2.15501954427186e-05 2.36785932780649e-06 8.16853729576996e-06
"938" 1.45212772882995e-06 4.94449842769144e-08 1.14809931493191e-05
"939" 9.98434788751856e-08 1.70556632864109e-06 2.38815265138846e-06
"940" 7.652977866215e-07 2.82807105932604e-06 5.04065867231991e-07
"941" 3.99740215837857e-08 4.61519069045022e-06 7.46558368433291e-08
"942" 1.82663241426559e-06 6.61684409452007e-07 6.86374324350718e-08
"943" 1.6932916147391e-07 3.29579108549145e-07 2.39702377167097e-07
"944" 1.60477231995349e-07 1.00603095838351e-06 1.28462162055955e-06
"945" 9.10846427578572e-06 7.55291379320471e-06 3.62682430581345e-06
"946" 5.21514653484736e-07 1.58234347885612e-06 1.35146260267427e-07
"947" 3.58845953255492e-08 1.24915265803957e-07 1.34788236283537e-06
"948" 6.77435038592087e-06 2.09702090796757e-08 2.10177767129934e-06
"949" 3.57437377420264e-07 1.00980742517864e-06 5.67365797741255e-07
"950" 7.66738936733271e-06 9.83540779035484e-07 5.35387975713996e-07
"951" 5.40821904136087e-07 1.98552698196493e-06 1.82456148242464e-08
"952" 8.83550632637981e-07 5.42273516187889e-07 2.90234761849854e-06
"953" 3.06837768307255e-06 2.61543387171935e-06 7.75517760142768e-06
"954" 1.97553680213368e-07 2.11042238522603e-08 6.79537232118601e-06
"955" 3.02369226236745e-07 5.67975191993158e-06 4.99500296902684e-07
"956" 9.36479886956444e-07 1.51097233525298e-06 1.08613243018314e-06
"957" 4.50329668941619e-08 2.7329580110673e-06 1.75661905490065e-07
"958" 8.28378595073983e-07 2.3537723091086e-06 6.93158094420575e-07
"959" 1.44803052009711e-06 7.37245041418271e-06 3.07850438389302e-06
"960" 1.58739067136681e-06 1.65406829975323e-06 3.04946977484956e-06
"961" 6.54114518725229e-07 2.45365543076974e-06 5.76683860699775e-06
"962" 4.18483743396116e-07 3.84116212918255e-06 2.63571820331402e-06
"963" 1.77592856533395e-06 1.26461333805469e-05 8.01959713525942e-06
"964" 8.05413613913341e-07 7.68951966809117e-07 4.4802548556331e-08
"965" 2.18436644251266e-07 3.69307710702118e-07 3.06703212701281e-07
"966" 4.68301073088705e-07 3.67569214640429e-06 1.40794585482697e-06
"967" 7.96093438500194e-07 3.81991507966232e-06 3.08198435545441e-07
"968" 2.56585115624668e-06 3.89193323133348e-07 2.15895221259873e-06
"969" 1.20600230337655e-05 4.20204929067392e-06 1.91921000282682e-07
"970" 4.27185398883612e-07 4.62791175009446e-06 1.39898189549683e-06
"971" 3.5213013608522e-07 1.42293609314686e-06 4.16959579259479e-09
"972" 1.15080874944468e-06 5.39314358155577e-07 2.20071710388884e-07
"973" 8.12480262457985e-07 9.04340523374813e-07 6.35646293729035e-06
"974" 3.16508273258957e-07 3.26110745691209e-07 5.41451210168724e-07
"975" 1.22821418832699e-06 3.01996060292964e-06 1.95089341526728e-07
"976" 1.63201223667879e-06 4.85635991413954e-06 6.78436617213338e-06
"977" 3.92199993141707e-06 1.79515026434768e-06 1.77390144082636e-06
"978" 1.12029671432707e-08 2.04352898094158e-06 4.54487656703073e-07
"979" 1.30104910582097e-05 5.55461494726323e-07 5.79087890213103e-07
"980" 1.50560963240511e-06 2.03588203033501e-06 7.39858800239285e-06
"981" 4.25045243737547e-07 9.43352858747609e-07 5.43533864159434e-08
"982" 8.107368787168e-08 1.66043240832216e-08 3.85113791497214e-06
"983" 3.35063046566522e-06 4.52428692219477e-07 1.17510607320912e-07
"984" 7.54192559718671e-07 1.53629656470231e-06 5.78231522633033e-07
"985" 8.58943667014729e-08 3.32305365247265e-07 3.09770817837333e-06
"986" 2.30519638497564e-07 9.55300138581052e-07 1.04790303671838e-07
"987" 6.93078370050889e-06 2.30217829466858e-08 1.21752167502635e-05
"988" 4.70575324385546e-06 3.78998342290879e-06 1.57859899130516e-06
"989" 8.45976805388195e-06 8.21659239824531e-07 2.60460705899186e-06
"990" 7.30038660391709e-07 4.52278022264567e-06 5.2992200643817e-07
"991" 2.33564795191234e-06 4.7355260148271e-06 6.41338009259041e-07
"992" 2.11811441783133e-07 9.79987593091922e-09 5.40096037227951e-08
"993" 7.15917214060152e-06 2.77840423605645e-06 3.9405403915568e-06
"994" 6.40221604608542e-07 2.41435062874115e-08 1.16906748289866e-06
"995" 1.6594375305882e-06 1.65023515154554e-07 3.41238448534162e-06
"996" 8.68010024690665e-06 3.23296393115643e-06 1.73556727510671e-06
"997" 4.69361479396209e-07 3.51774088099359e-06 4.89497628083194e-06
"998" 1.76095990196498e-07 9.96043204810198e-06 3.5356679711606e-05
"999" 1.29615327247195e-06 4.20350070633051e-06 1.01300685804059e-05
"1000" 4.23103022752637e-06 4.28580570809057e-07 1.8100026612203e-06
