"pstandard" "psalt" "pstandardxrec" "psaltxrec"
"minp" 1.90235497640131e-07 3.56690861213855e-06 1.52263887373907e-06 1.63470721899256e-06
"minp" 5.05537770336077e-06 9.95396687310349e-07 1.86916167675668e-06 4.82727691148344e-07
"minp" 1.72662528769045e-06 1.52549978839293e-06 1.02929297808477e-06 1.54854766161808e-07
"minp" 5.69466453423896e-07 9.62301422072621e-06 5.57384517914345e-07 5.33673629608673e-08
"minp" 1.90663536352947e-06 3.16773474932891e-07 9.701942995839e-06 6.66338752343101e-06
"minp" 3.480881688529e-07 1.48652672585206e-06 1.79113343119772e-06 1.71962272382782e-06
"minp" 6.05502255544359e-07 1.40577488049072e-06 2.05512609252681e-07 1.37585880309348e-06
"minp" 1.20968693025355e-06 5.97113020389694e-06 4.93447098566603e-07 4.70623060983421e-07
"minp" 7.00890353200699e-07 3.8069338829005e-06 9.32734114140487e-08 7.86413154255204e-07
"minp" 7.62149262302559e-07 1.39713397528653e-07 2.35636842260093e-07 3.82127587102685e-06
"minp" 6.36735168748494e-07 5.792218073779e-06 6.03593085745443e-06 4.80320378040812e-07
"minp" 2.00235130206765e-06 3.8597631344979e-06 2.943464722478e-06 1.87838539113553e-06
"minp" 4.86692944079575e-06 7.76241394370884e-07 7.84950985027561e-07 2.6060918472525e-07
"minp" 3.74816541594173e-06 1.37661149762044e-06 1.09840516449668e-06 1.00981159890275e-06
"minp" 1.65064607305982e-06 1.14481090116079e-05 2.29086011621782e-07 2.77543795961032e-07
"minp" 4.14392985710438e-06 8.61258141425574e-07 1.16342614612115e-07 7.09454638648222e-08
"minp" 2.19459298472204e-06 3.53056039005755e-06 6.35242403315914e-06 6.294168133839e-06
"minp" 1.509629537021e-06 3.59771966910781e-06 1.11822952192844e-06 4.98992858252534e-06
"minp" 1.89045083066791e-06 1.42387551294708e-07 2.11106929796578e-06 2.17612529910459e-06
"minp" 6.27177536869987e-08 2.44725234433406e-07 1.60487169170352e-07 3.2326368918376e-07
"minp" 2.22553790151994e-06 4.1689699773301e-06 2.57954581560902e-06 3.83986766469806e-06
"minp" 1.7688728920135e-06 3.15436545113883e-06 7.92728217936929e-07 3.21254230565927e-06
"minp" 2.3991159323078e-07 8.89062208774965e-07 3.49254295075149e-07 8.4354151542872e-07
"minp" 7.19705133360954e-07 7.80432640749687e-06 2.31960262980331e-08 3.35203896014502e-07
"minp" 2.71932211593799e-07 2.81708785305241e-06 2.46081049833169e-06 9.23571374817112e-06
"minp" 1.81117936866317e-06 3.00196629675389e-07 1.88721562447433e-07 1.72610093668481e-06
"minp" 5.18241309879841e-07 4.82014167389165e-08 1.92810724190585e-07 8.64368142612906e-07
"minp" 3.25597906069785e-06 2.744623189277e-06 1.50551931992248e-06 3.15356732709909e-06
"minp" 1.15314346226796e-06 1.56874074595608e-06 1.02127054220346e-05 1.36008264293057e-06
"minp" 5.66673202205169e-07 9.78838149435539e-07 2.4977320510349e-08 4.48776406275978e-06
"minp" 1.59887209363889e-08 8.89033828011383e-07 2.22995462032011e-06 1.09753210871087e-06
